"N2Oraw","CO2raw","CH4raw","SampleName","Site","LUtype","Chamber","TimePt","TimePtSq","SampleDate","N2Oc","CO2c","CH4c","N2Oppm","CO2ppm","ngN_cm3_N2O","ngC_cm3_CO2","GCrun"
16.2202,59.0108,8.3316,"Mix1",NA,NA,NA,NA,NA,NA,15.2228730232266,61.4455476647661,6.26796017734362,0.301310458106957,599.594770101841,0.344843275666934,0.294095654069224,"20140310_U"
55.952,55.6452,14.6352,"Mix2",NA,NA,NA,NA,NA,NA,84.2537938600537,55.5980787061882,17.2199762598524,1.56118992913065,542.534300480433,1.78674796912803,0.266108024804288,"20140310_U"
87.8284,25.9074,5.3648,"3N2O",NA,NA,NA,NA,NA,NA,139.636566474509,3.93095771843032,1.11337528718766,2.89688646888518,38.3588686086986,3.31542365121284,0.0188146680314015,"20140310_U"
251.1198,25.7126,5.0292,"10N2O",NA,NA,NA,NA,NA,NA,423.342708827352,3.59250782743586,0.530296316870703,8.96961481782245,35.0562243603475,10.2655293635729,0.0171947517666019,"20140310_U"
7.04,172.3792,5.1976,"3KCO2",NA,NA,NA,NA,NA,NA,-0.727012445497234,258.414349626866,0.822878255492202,0.0102099914809372,2967.0103992338,0.0116851135169297,1.45529098568462,"20140310_U"
17.5912,55.0228,10.8,"amb",NA,NA,NA,NA,NA,NA,17.6048791862318,54.5167069805467,10.556613724216,0.344784319215024,531.982114750588,0.394598165572127,0.260932275917166,"20140310_U"
17.8588,55.35,11.4334,"amb",NA,NA,NA,NA,NA,NA,18.0698134307396,55.0851916023814,11.6570970966795,0.353269808079006,537.529472030159,0.404309623295416,0.263653203031347,"20140310_U"
17.2584,56.2944,11.1772,"amb",NA,NA,NA,NA,NA,NA,17.0266649987422,56.7260133531779,11.2119694679691,0.334231364454437,553.540854104814,0.38252053802986,0.271506636914698,"20140310_U"
17.5822,56.1692,11.1096,"amb",NA,NA,NA,NA,NA,NA,17.5892423842864,56.508488063894,11.0945197111353,0.344498932818254,551.418210060186,0.394271547038833,0.270465499767096,"20140310_U"
17.0938,50.176,10.982,"SM-C-20-T0","SM","S","C",0,0,"2014.02.20",16.7406852653866,46.0957679062552,10.8728246079993,0.329011964353498,449.809341943053,0.376547047965385,0.220627295669575,"20140310_U"
17.9144,55.5526,11.0312,"SM-C-20-T15","SM","S","C",15,225,"2014.02.20",18.1664141183129,55.4371933883951,10.9583057919671,0.355032861819056,540.964357680652,0.406327400012214,0.265337982473074,"20140310_U"
18.5728,65.3836,10.8764,"SM-C-20-T30","SM","S","C",30,900,"2014.02.20",19.3103330517357,72.5177933800101,10.6893527985075,0.375910462222813,795.828502046733,0.430221360270112,0.390346473163219,"20140310_U"
17.1884,64.3106,10.8068,"SM-C-20-T45","SM","S","C",45,2025,"2014.02.20",16.9050454280564,70.6535391036391,10.5684281967969,0.332011692479554,774.054913453541,0.379980171659792,0.379666730613662,"20140310_U"
17.6598,45.114,10.8884,"SM-A-20-T0","SM","S","A",0,0,"2014.02.20",17.7240663655039,37.3009355232266,10.7102018677679,0.34695959775041,363.988062758489,0.397087724614794,0.178532757002143,"20140310_U"
18.5392,69.9538,11.1892,"SM-A-20-T15","SM","S","A",15,225,"2014.02.20",19.2519556578065,80.4581614078484,11.2328185372296,0.374845019674869,888.568161495574,0.42900198441248,0.435834412958177,"20140310_U"
19.1474,78.984,11.3246,"SM-A-20-T30","SM","S","A",30,900,"2014.02.20",20.3086559848231,96.1474335108167,11.4680655353849,0.394130798176639,1071.8112739972,0.451074139073558,0.525713454124083,"20140310_U"
19.4572,92.428,10.944,"SM-A-20-T45","SM","S","A",45,2025,"2014.02.20",20.8469094562301,119.505340772262,10.8068025553413,0.403954432145478,1344.6203374146,0.462317074808517,0.65952376058844,"20140310_U"
18.4252,49.383,11.1952,"SM-B-20-T0","SM","S","B",0,0,"2014.02.20",19.0538894998323,44.7179919126279,11.2432430718598,0.371230125315774,436.364799392014,0.424864816324083,0.214032872681966,"20140310_U"
18.4052,76.2104,11.0176,"SM-B-20-T15","SM","S","B",15,225,"2014.02.20",19.0191410510649,91.3285186357538,10.9346768468053,0.37059593332295,1015.52867817047,0.424138997361206,0.498107364715459,"20140310_U"
18.1548,115.3536,11.0256,"M3-C-18-T30","M3","M","C",30,900,"2014.02.18",18.5840904724971,159.336792625356,10.9485762263123,0.362655849572797,1809.83243681076,0.415051743945991,0.887705965429206,"20140310_U"
18.8764,147.6172,11.3624,"M3-C-18-T45","M3","M","C",45,2025,"2014.02.18",19.8378145040248,215.392295207949,11.5337401035553,0.385537496673877,2464.53360450443,0.44123929212658,1.20883079462018,"20140310_U"
18.067,49.1936,11.4,"M3-D-18-T0","M3","M","D",0,0,"2014.02.18",18.4315447824082,44.3889241028006,11.599067187238,0.359871746724301,433.153706883607,0.411865398698962,0.212457861693501,"20140310_U"
18.7036,70.6144,11.238,"M3-D-18-T15","M3","M","D",15,225,"2014.02.18",19.5375879066745,81.6059026706356,11.317604752222,0.38005807785588,901.97322451949,0.434968216287326,0.442409471605183,"20140310_U"
18.406,86.9458,11.3108,"M3-D-18-T30","M3","M","D",30,900,"2014.02.18",19.0205309890156,109.980443480631,11.4440891057354,0.370621301002663,1233.37414227425,0.424168030119721,0.604958537284445,"20140310_U"
18.8664,105.46,10.908,"M3-D-18-T45","M3","M","D",45,2025,"2014.02.18",19.8204402796411,142.147429989099,10.74425534756,0.385220400677465,1609.06899216434,0.440876382645141,0.789233364414942,"20140310_U"
18.442,50.881,11.19,"M3-E-18-T0","M3","M","E",0,0,"2014.02.18",19.0830781967969,47.3206507253061,11.2342084751803,0.371762846589746,461.761930213523,0.425474504252899,0.226489928968772,"20140310_U"
18.9096,75.5444,11.4656,"M3-E-18-T15","M3","M","E",15,225,"2014.02.18",19.8954969289787,90.1713952917994,11.713042099195,0.386590255381964,1002.0140369747,0.442444151604955,0.491478558995043,"20140310_U"
18.9886,102.0156,11.3122,"M3-E-18-T30","M3","M","E",30,900,"2014.02.18",20.0327533016099,136.163052142378,11.4465214971491,0.389095313753618,1539.17435232241,0.445311136508318,0.75495069410954,"20140310_U"
18.5622,124.1942,11.268,"M3-E-18-T45","M3","M","E",45,2025,"2014.02.18",19.291916373889,174.69664943401,11.3697274253731,0.375574340466616,1989.22813794494,0.429836676219788,0.97569788712876,"20140310_U"
18.89,50.2056,11.468,"M3-A-18-T0","M3","M","A",0,0,"2014.02.18",19.8614434491867,46.147195610431,11.7172119130471,0.385968747228997,450.311181110154,0.441732849021336,0.220873443110222,"20140310_U"
19.3416,106.644,11.1812,"M3-A-18-T15","M3","M","A",15,225,"2014.02.18",20.6460634223545,144.20453815613,11.2189191577226,0.400288802426957,1633.09502095683,0.45812184120309,0.801017907917903,"20140310_U"
20.1764,156.8494,11.274,"M3-A-18-T30","M3","M","A",30,900,"2014.02.18",22.0964636739057,231.432526643468,11.3801519600034,0.426759976207419,2651.87575232369,0.488417524713561,1.30072037445804,"20140310_U"
20.6312,206.02,11.1836,"M3-A-18-T45","M3","M","A",45,2025,"2014.02.18",22.8866433988764,316.862630391581,11.2230889715747,0.441181502124231,3649.65805920197,0.504922647929375,1.79012330922718,"20140310_U"
18.4482,44.7748,11.306,"M3-B-18-T0","M3","M","B",0,0,"2014.02.18",19.0938502159148,36.7116018321315,11.4357494780312,0.371959446107521,358.237257167931,0.425699508131391,0.175712040384997,"20140310_U"
19.3484,83.6704,11.2224,"M3-B-18-T15","M3","M","B",15,225,"2014.02.18",20.6578778949354,104.289690025994,11.2905009621835,0.400504427704517,1166.90889336638,0.458368619650468,0.572357951313503,"20140310_U"
19.764,104.2252,11.6624,"M3-B-18-T30","M3","M","B",30,900,"2014.02.18",21.379950660322,140.0020607622,12.0549668350662,0.413682937315394,1584.01211686623,0.473451137699045,0.77694320029547,"20140310_U"
21.4232,137.2804,11.5304,"M3-B-18-T45","M3","M","B",45,2025,"2014.02.18",24.2626819700654,197.432906947007,11.8256270732014,0.466295505040051,2254.77663286407,0.53366507885929,1.1059469523217,"20140310_U"
18.2584,55.2004,11.4424,"M3-C-18-T0","M3","M","C",0,0,"2014.02.18",18.7640874371122,54.8252732056012,11.6727338986249,0.365940964095624,534.993149753192,0.418811486173692,0.262409160561049,"20140310_U"
18.5696,84.3056,11.56,"M3-C-18-T15","M3","M","C",15,225,"2014.02.18",19.3047732999329,105.393300758846,11.8770547773772,0.375808991503961,1179.79853313749,0.430105229236052,0.578680199652253,"20140310_U"
21.0866,147.249,10.984,"M3-C-14-T30","M3","M","C",30,900,"2014.02.14",23.6778655773101,214.752576266141,10.8762994528761,0.455622053800827,2457.06199656406,0.521449545714077,1.20516604046664,"20140310_U"
22.6644,185.494,11.4158,"M3-C-14-T45","M3","M","C",45,2025,"2014.02.14",26.4191707005702,281.2002974216,11.6265184617642,0.505653460114691,3233.13925261869,0.578709403695414,1.5858247113034,"20140310_U"
18.2048,50.6736,11.5028,"M3-D-14-T0","M3","M","D",0,0,"2014.02.14",18.6709615944156,46.9603093115881,11.7776742139024,0.364241329554856,458.245665238635,0.416866291353182,0.224765233725859,"20140310_U"
18.636,67.3802,11.5786,"M3-D-14-T15","M3","M","D",15,225,"2014.02.14",19.4201381498407,75.9867310204595,11.9093708347308,0.377914508920136,836.344016478389,0.432514948192802,0.410218955898026,"20140310_U"
19.0028,78.0468,11.5104,"M3-D-14-T30","M3","M","D",30,900,"2014.02.14",20.0574247002348,94.5191212015764,11.790878624434,0.389545590068523,1052.79337350368,0.44582646797196,0.516385350939138,"20140310_U"
18.2564,87.6116,11.3956,"M3-D-14-T45","M3","M","D",45,2025,"2014.02.14",18.7606125922355,111.137219340097,11.5914225285091,0.365877544896341,1246.88472501921,0.418738904277404,0.611585352372512,"20140310_U"
18.2538,53.8008,11.4866,"M3-E-14-T0","M3","M","E",0,0,"2014.02.14",18.7560952938957,52.3935767608586,11.7495279704008,0.365795099937274,511.264295081774,0.41864454781223,0.250770378198557,"20140310_U"
18.6612,67.4672,11.161,"M3-E-14-T15","M3","M","E",15,225,"2014.02.14",19.4639211952876,76.1378867725977,11.1838232244675,0.378713590831094,838.10944258054,0.433429480086027,0.411084880969612,"20140310_U"
19.7882,81.6944,11.3548,"M3-E-14-T30","M3","M","E",30,900,"2014.02.14",21.4219962833305,100.856543287775,11.5205356930236,0.414450309626711,1126.81139936811,0.474329378644125,0.552690503710589,"20140310_U"
20.2392,94.2196,11.1616,"M3-E-14-T45","M3","M","E",45,2025,"2014.02.14",22.2055738030354,122.618106812846,11.1848656779306,0.428751339064886,1380.97593976647,0.490696596256994,0.677355845166061,"20140310_U"
17.5128,49.0188,10.5616,"M3-A-14-T0","M3","M","A",0,0,"2014.02.14",17.4686652670636,44.0852226605735,10.1424122149086,0.342298286603155,430.190143153567,0.391752955237651,0.211004261266976,"20140310_U"
17.9484,80.9076,10.4272,"M3-A-14-T15","M3","M","A",15,225,"2014.02.14",18.2254864812175,99.4895393132652,9.90890263919168,0.356110988206856,1110.84545388337,0.407561292249104,0.544859356051696,"20140310_U"
18.0916,105.5364,10.6568,"M3-A-14-T30","M3","M","A",30,900,"2014.02.14",18.4742853743921,142.280169063391,10.3078148310414,0.360651802875474,1610.61932037359,0.4127581560233,0.789993785972059,"20140310_U"
18.7022,116.4052,10.6772,"M3-A-14-T45","M3","M","A",45,2025,"2014.02.14",19.5351555152608,161.163866061546,10.3432582487842,0.380013684416382,1831.17177116733,0.434917408959924,0.898172710317477,"20140310_U"
16.7272,49.2748,10.5972,"M3-B-14-T0","M3","M","B",0,0,"2014.02.14",16.1037461994801,44.5300028047962,10.2042644537146,0.317387225125039,434.530373787951,0.363242786375856,0.213133103996898,"20140310_U"
17.944,67.7,10.8058,"M3-B-14-T15","M3","M","B",15,225,"2014.02.14",18.2178418224887,76.5423587162502,10.5666907743585,0.355971465968435,842.833479322847,0.407401612077271,0.413401977023234,"20140310_U"
17.9088,79.536,10.5336,"M3-B-14-T30","M3","M","B",30,900,"2014.02.14",18.1566845526581,97.1064906967969,10.0937643866342,0.354855288061065,1083.01259823153,0.406124170702608,0.531207599405868,"20140310_U"
18.5636,93.3732,10.794,"M3-B-14-T45","M3","M","B",45,2025,"2014.02.14",19.2943487653027,121.14755246101,10.5461891895858,0.375618733906114,1363.80057594049,0.429887483547189,0.668931489067323,"20140310_U"
16.9456,50.1246,10.4164,"M3-C-14-T0","M3","M","C",0,0,"2014.02.14",16.4831992600201,46.006464392923,9.89013847685729,0.324312601686674,448.937905010993,0.371168729450469,0.220199863965208,"20140310_U"
19.4828,98.4128,10.7048,"M3-C-14-T15","M3","M","C",15,225,"2014.02.14",20.8913874706524,129.903466581419,10.3912111080832,0.404766197896293,1466.06541943933,0.463246123080999,0.719091442984147,"20140310_U"
20.2776,121.52,10.445,"SM-C-14-T30","SM","S","C",30,900,"2014.02.14",22.2722908246688,170.050434349321,9.93982875859467,0.429968987691108,1934.96259217055,0.492090168665717,0.949081141997327,"20140310_U"
20.4812,131.756,10.5576,"SM-C-14-T45","SM","S","C",45,2025,"2014.02.14",22.6260300331209,187.834690428476,10.1354625251551,0.436425062178053,2142.6741046029,0.499479005707801,1.05096170559218,"20140310_U"
17.9282,48.531,10.2556,"SM-D-14-T0","SM","S","D",0,0,"2014.02.14",18.1903905479624,43.2377079951367,9.6107609487674,0.355470454294104,421.919969311957,0.406828215096598,0.206947817971446,"20140310_U"
18.4788,70.529,10.5802,"SM-D-14-T15","SM","S","D",15,225,"2014.02.14",19.1470153425289,81.4575267943988,10.1747282722623,0.372929759856541,900.240266023816,0.426810011144592,0.441559471592385,"20140310_U"
20.3188,87.6016,10.4444,"SM-D-14-T45","SM","S","D",45,2025,"2014.02.14",22.3438726291296,111.119845115714,9.93878630513164,0.431275423196325,1246.68180247873,0.493585355729243,0.611485820755089,"20140310_U"
23.8196,94.8404,10.6902,"SM-D-14-T30","SM","S","D",30,900,"2014.02.14",28.4262411013751,123.696698662586,10.365844740483,0.54228438962019,1393.57337107929,0.620632706991169,0.683534767975721,"20140310_U"
33.5212,230.2436,10.8004,"SM-E-14-T45","SM","S","E",45,2025,"2014.02.14",45.282018629465,358.94925656968,10.5573086931913,0.849918241499125,4141.20950435206,0.972712969503366,2.03122471800954,"20140310_U"
29.2672,171.8088,10.9512,"SM-E-14-T30","SM","S","E",30,900,"2014.02.14",37.8910235766393,257.423323868019,10.8193119968975,0.715025604625518,2955.43569752499,0.818331276099506,1.44961370222678,"20140310_U"
