STD CURVES INFO: the Pearson's R^2 for N2O HIGH was 0.9981.  File = 20140311_X
STD CURVES INFO: the Pearson's R^2 for N2O LOW was 1.  File = 20140311_X
STD CURVES INFO: the Pearson's R^2 for CO2 HIGH was 0.9998.  File = 20140311_X
STD CURVES INFO: the Pearson's R^2 for CO2 LOW was 1.  File = 20140311_X
STD CURVES INFO: the Pearson's R^2 for CH4 HIGH was 0.9286.  File = 20140311_X
STD CURVES INFO: the Pearson's R^2 for CH4 LOW was 1.  File = 20140311_X
AMBIENT VIAL INFO: the CV for N2O was 0.0103.  File = 20140311_X
AMBIENT VIAL INFO: the CV for CO2 was 0.0874.  File = 20140311_X
AMBIENT VIAL INFO: the CV for CH4 was 0.0124.  File = 20140311_X
TIME ZERO INFO: the CV for N2O was 0.0748.  File = 20140311_X
TIME ZERO INFO: the CV for CO2 was 0.2609.  File = 20140311_X
TIME ZERO INFO: the CV for CH4 was 0.0458.  File = 20140311_X
