STD CURVES INFO: the Pearson's R^2 for N2O HIGH was 0.9988.  File = 20140417_N
STD CURVES INFO: the Pearson's R^2 for N2O LOW was 1.  File = 20140417_N
STD CURVES INFO: the Pearson's R^2 for CO2 HIGH was 0.988.  File = 20140417_N
STD CURVES INFO: the Pearson's R^2 for CO2 LOW was 1.  File = 20140417_N
STD CURVES INFO: the Pearson's R^2 for CH4 HIGH was 0.9999.  File = 20140417_N
STD CURVES INFO: the Pearson's R^2 for CH4 LOW was 1.  File = 20140417_N
AMBIENT VIAL INFO: the CV for N2O was 0.0238.  File = 20140417_N
AMBIENT VIAL INFO: the CV for CO2 was 0.0887.  File = 20140417_N
AMBIENT VIAL INFO: the CV for CH4 was 0.013.  File = 20140417_N
TIME ZERO INFO: the CV for N2O was 0.2742.  File = 20140417_N
TIME ZERO INFO: the CV for CO2 was 1.2716.  File = 20140417_N
TIME ZERO INFO: the CV for CH4 was 0.0567.  File = 20140417_N
