STD CURVES INFO: the Pearson's R^2 for N2O HIGH was 0.9964.  File = 20140416_J
STD CURVES INFO: the Pearson's R^2 for N2O LOW was 1.  File = 20140416_J
STD CURVES INFO: the Pearson's R^2 for CO2 HIGH was 0.9987.  File = 20140416_J
STD CURVES INFO: the Pearson's R^2 for CO2 LOW was 1.  File = 20140416_J
STD CURVES INFO: the Pearson's R^2 for CH4 HIGH was 0.9162.  File = 20140416_J
STD CURVES INFO: the Pearson's R^2 for CH4 LOW was 1.  File = 20140416_J
AMBIENT VIAL INFO: the CV for N2O was 0.0159.  File = 20140416_J
AMBIENT VIAL INFO: the CV for CO2 was 0.1387.  File = 20140416_J
AMBIENT VIAL INFO: the CV for CH4 was 0.0133.  File = 20140416_J
TIME ZERO INFO: the CV for N2O was 0.051.  File = 20140416_J
TIME ZERO INFO: the CV for CO2 was 0.227.  File = 20140416_J
TIME ZERO INFO: the CV for CH4 was 0.0421.  File = 20140416_J
