STD CURVES INFO: the Pearson's R^2 for N2O HIGH was 0.9946.  File = 20131105_BB
STD CURVES INFO: the Pearson's R^2 for N2O LOW was 1.  File = 20131105_BB
STD CURVES INFO: the Pearson's R^2 for CO2 HIGH was 0.9999.  File = 20131105_BB
STD CURVES INFO: the Pearson's R^2 for CO2 LOW was 1.  File = 20131105_BB
STD CURVES INFO: the Pearson's R^2 for CH4 HIGH was 0.9773.  File = 20131105_BB
STD CURVES INFO: the Pearson's R^2 for CH4 LOW was 1.  File = 20131105_BB
AMBIENT VIAL INFO: the CV for N2O was 0.0262.  File = 20131105_BB
AMBIENT VIAL INFO: the CV for CO2 was 0.0348.  File = 20131105_BB
AMBIENT VIAL INFO: the CV for CH4 was 0.0265.  File = 20131105_BB
TIME ZERO INFO: the CV for N2O was 0.1314.  File = 20131105_BB
TIME ZERO INFO: the CV for CO2 was 0.2968.  File = 20131105_BB
TIME ZERO INFO: the CV for CH4 was 0.1334.  File = 20131105_BB
