STD CURVES INFO: the Pearson's R^2 for N2O HIGH was 0.9985.  File = 20141201_JankowskiB
STD CURVES INFO: the Pearson's R^2 for N2O LOW was 1.  File = 20141201_JankowskiB
STD CURVES INFO: the Pearson's R^2 for CO2 HIGH was 0.977.  File = 20141201_JankowskiB
STD CURVES INFO: the Pearson's R^2 for CO2 LOW was 1.  File = 20141201_JankowskiB
STD CURVES INFO: the Pearson's R^2 for CH4 HIGH was 0.6392.  File = 20141201_JankowskiB
STD CURVES INFO: the Pearson's R^2 for CH4 LOW was 1.  File = 20141201_JankowskiB
AMBIENT VIAL INFO: the CV for N2O was 0.0067.  File = 20141201_JankowskiB
AMBIENT VIAL INFO: the CV for CO2 was 0.0573.  File = 20141201_JankowskiB
AMBIENT VIAL INFO: the CV for CH4 was 0.0187.  File = 20141201_JankowskiB
TIME ZERO INFO: the CV for N2O was 0.0865.  File = 20141201_JankowskiB
TIME ZERO INFO: the CV for CO2 was 0.0956.  File = 20141201_JankowskiB
TIME ZERO INFO: the CV for CH4 was 0.0393.  File = 20141201_JankowskiB
