STD CURVES INFO: the Pearson's R^2 for N2O HIGH was 0.9979.  File = 20140313_Z
STD CURVES INFO: the Pearson's R^2 for N2O LOW was 1.  File = 20140313_Z
STD CURVES INFO: the Pearson's R^2 for CO2 HIGH was 0.9996.  File = 20140313_Z
STD CURVES INFO: the Pearson's R^2 for CO2 LOW was 1.  File = 20140313_Z
STD CURVES INFO: the Pearson's R^2 for CH4 HIGH was 0.9524.  File = 20140313_Z
STD CURVES INFO: the Pearson's R^2 for CH4 LOW was 1.  File = 20140313_Z
AMBIENT VIAL INFO: the CV for N2O was 0.0066.  File = 20140313_Z
AMBIENT VIAL INFO: the CV for CO2 was 0.1395.  File = 20140313_Z
AMBIENT VIAL INFO: the CV for CH4 was 0.0098.  File = 20140313_Z
TIME ZERO INFO: the CV for N2O was 0.07.  File = 20140313_Z
TIME ZERO INFO: the CV for CO2 was 0.2114.  File = 20140313_Z
TIME ZERO INFO: the CV for CH4 was 0.0394.  File = 20140313_Z
