"V1"
"STD CURVES INFO: the Pearsons R^2 for CH4 LOW was 1.  File = 20131104_AA
AMBIENT VIAL INFO: the CV for N2O was 0.0103.  File = 20131104_AA
AMBIENT VIAL INFO: the CV for CO2 was 0.047.  File = 20131104_AA
AMBIENT VIAL INFO: the CV for CH4 was 0.0192.  File = 20131104_AA
TIME ZERO INFO: the CV for N2O was 0.1246.  File = 20131104_AA
TIME ZERO INFO: the CV for CO2 was 0.4778.  File = 20131104_AA
TIME ZERO INFO: the CV for CH4 was 0.0977.  File = 20131104_AA
"
"STD CURVES INFO: the Pearsons R^2 for CH4 LOW was 1.  File = 20131105_BB
AMBIENT VIAL INFO: the CV for N2O was 0.0262.  File = 20131105_BB
AMBIENT VIAL INFO: the CV for CO2 was 0.0348.  File = 20131105_BB
AMBIENT VIAL INFO: the CV for CH4 was 0.0265.  File = 20131105_BB
TIME ZERO INFO: the CV for N2O was 0.1314.  File = 20131105_BB
TIME ZERO INFO: the CV for CO2 was 0.2968.  File = 20131105_BB
TIME ZERO INFO: the CV for CH4 was 0.1334.  File = 20131105_BB
"
"STD CURVES INFO: the Pearsons R^2 for CH4 LOW was 1.  File = 20131105_U
AMBIENT VIAL INFO: the CV for N2O was 0.0409.  File = 20131105_U
AMBIENT VIAL INFO: the CV for CO2 was 0.0221.  File = 20131105_U
AMBIENT VIAL INFO: the CV for CH4 was 0.0133.  File = 20131105_U
TIME ZERO INFO: the CV for N2O was 0.1663.  File = 20131105_U
TIME ZERO INFO: the CV for CO2 was 0.1379.  File = 20131105_U
TIME ZERO INFO: the CV for CH4 was 0.0691.  File = 20131105_U
"
"STD CURVES INFO: the Pearsons R^2 for CH4 LOW was 1.  File = 20131106_V
AMBIENT VIAL INFO: the CV for N2O was 0.0066.  File = 20131106_V
AMBIENT VIAL INFO: the CV for CO2 was 0.0189.  File = 20131106_V
AMBIENT VIAL INFO: the CV for CH4 was 0.0478.  File = 20131106_V
TIME ZERO INFO: the CV for N2O was 0.1235.  File = 20131106_V
TIME ZERO INFO: the CV for CO2 was 0.2213.  File = 20131106_V
TIME ZERO INFO: the CV for CH4 was 0.0917.  File = 20131106_V
"
"STD CURVES INFO: the Pearsons R^2 for CH4 LOW was 1.  File = 20131106_W
AMBIENT VIAL INFO: the CV for N2O was 0.0136.  File = 20131106_W
AMBIENT VIAL INFO: the CV for CO2 was 0.0771.  File = 20131106_W
AMBIENT VIAL INFO: the CV for CH4 was 0.0348.  File = 20131106_W
TIME ZERO INFO: the CV for N2O was 0.1436.  File = 20131106_W
TIME ZERO INFO: the CV for CO2 was 0.1658.  File = 20131106_W
TIME ZERO INFO: the CV for CH4 was 0.0619.  File = 20131106_W
"
"STD CURVES INFO: the Pearsons R^2 for CH4 LOW was 1.  File = 20131107_X
AMBIENT VIAL INFO: the CV for N2O was 0.0108.  File = 20131107_X
AMBIENT VIAL INFO: the CV for CO2 was 0.0146.  File = 20131107_X
AMBIENT VIAL INFO: the CV for CH4 was 0.038.  File = 20131107_X
TIME ZERO INFO: the CV for N2O was 0.1651.  File = 20131107_X
TIME ZERO INFO: the CV for CO2 was 0.2475.  File = 20131107_X
TIME ZERO INFO: the CV for CH4 was 0.0971.  File = 20131107_X
"
"STD CURVES INFO: the Pearsons R^2 for CH4 LOW was 1.  File = 20131107_Y
AMBIENT VIAL INFO: the CV for N2O was 0.0261.  File = 20131107_Y
AMBIENT VIAL INFO: the CV for CO2 was 0.0247.  File = 20131107_Y
AMBIENT VIAL INFO: the CV for CH4 was 0.0251.  File = 20131107_Y
TIME ZERO INFO: the CV for N2O was 0.2213.  File = 20131107_Y
TIME ZERO INFO: the CV for CO2 was 0.2745.  File = 20131107_Y
TIME ZERO INFO: the CV for CH4 was 0.0676.  File = 20131107_Y
"
"STD CURVES INFO: the Pearsons R^2 for CH4 LOW was 1.  File = 20131108_Z
AMBIENT VIAL INFO: the CV for N2O was 0.0107.  File = 20131108_Z
AMBIENT VIAL INFO: the CV for CO2 was 0.0164.  File = 20131108_Z
AMBIENT VIAL INFO: the CV for CH4 was 0.0528.  File = 20131108_Z
TIME ZERO INFO: the CV for N2O was 0.1294.  File = 20131108_Z
TIME ZERO INFO: the CV for CO2 was 0.1889.  File = 20131108_Z
TIME ZERO INFO: the CV for CH4 was 0.0938.  File = 20131108_Z
"
"STD CURVES INFO: the Pearsons R^2 for CH4 LOW was 1.  File = 20140113_W
AMBIENT VIAL INFO: the CV for N2O was 0.0081.  File = 20140113_W
AMBIENT VIAL INFO: the CV for CO2 was 0.0037.  File = 20140113_W
AMBIENT VIAL INFO: the CV for CH4 was 0.2615.  File = 20140113_W
TIME ZERO INFO: the CV for N2O was 0.1102.  File = 20140113_W
