STD CURVES INFO: the Pearson's R^2 for N2O HIGH was 0.9979.  File = 20131107_Y
STD CURVES INFO: the Pearson's R^2 for N2O LOW was 1.  File = 20131107_Y
STD CURVES INFO: the Pearson's R^2 for CO2 HIGH was 0.9997.  File = 20131107_Y
STD CURVES INFO: the Pearson's R^2 for CO2 LOW was 1.  File = 20131107_Y
STD CURVES INFO: the Pearson's R^2 for CH4 HIGH was 0.9156.  File = 20131107_Y
STD CURVES INFO: the Pearson's R^2 for CH4 LOW was 1.  File = 20131107_Y
AMBIENT VIAL INFO: the CV for N2O was 0.0261.  File = 20131107_Y
AMBIENT VIAL INFO: the CV for CO2 was 0.0247.  File = 20131107_Y
AMBIENT VIAL INFO: the CV for CH4 was 0.0251.  File = 20131107_Y
TIME ZERO INFO: the CV for N2O was 0.2213.  File = 20131107_Y
TIME ZERO INFO: the CV for CO2 was 0.2745.  File = 20131107_Y
TIME ZERO INFO: the CV for CH4 was 0.0676.  File = 20131107_Y
